	B_ThCSE - FS_ThCSE	B_Th - FS_Th	diff_ThCSE_Th	pattern
PROKR2	0	0	0	0x0x0
PROL1	0	0	0	0x0x0
PROM1	0	0	0	0x0x0
PROM2	0	0	0	0x0x0
PROP1	0	0	0	0x0x0
PROS1	0	0	0	0x0x0
PROSAPIP1	0	0	0	0x0x0
PROSC	0	0	0	0x0x0
PROX1	0	0	0	0x0x0
PROX2	0	0	0	0x0x0
PROZ	0	0	0	0x0x0
PRPF18	0	0	0	0x0x0
PRPF19	0	0	0	0x0x0
PRPF3	0	0	0	0x0x0
PRPF31	0	0	0	0x0x0
PRPF38A	0	0	0	0x0x0
PRPF38B	0	0	0	0x0x0
PRPF39	0	0	0	0x0x0
PRPF4	0	0	0	0x0x0
PRPF40A	0	0	0	0x0x0
PRPF40B	0	0	0	0x0x0
PRPF4B	0	0	0	0x0x0
PRPF6	0	0	0	0x0x0
PRPF8	0	0	0	0x0x0
PRPH	0	0	0	0x0x0
PRPH2	0	0	0	0x0x0
PRPS1	0	0	0	0x0x0
PRPS1L1	0	0	0	0x0x0
PRPS2	0	0	0	0x0x0
PRPSAP1	0	0	0	0x0x0
PRPSAP2	0	0	0	0x0x0
PRR10	0	0	0	0x0x0
PRR11	0	0	0	0x0x0
PRR12	0	0	0	0x0x0
PRR13	0	0	0	0x0x0
PRR14	0	0	0	0x0x0
PRR15	0	0	0	0x0x0
PRR15L	0	0	0	0x0x0
PRR16	0	0	0	0x0x0
PRR17	0	0	0	0x0x0
PRR18	0	0	0	0x0x0
PRR19	0	0	0	0x0x0
PRR20B	0	0	0	0x0x0
PRR20C	0	0	0	0x0x0
PRR20D	0	0	0	0x0x0
PRR20E	0	0	0	0x0x0
PRR22	0	0	0	0x0x0
PRR23A	0	0	0	0x0x0
PRR25	0	0	0	0x0x0
PRR3	0	0	0	0x0x0
PRR4	0	0	0	0x0x0
PRR5	0	0	0	0x0x0
PRR7	0	1	0	0x1x0
PRR8	0	0	0	0x0x0
PRRC1	0	0	0	0x0x0
PRRG1	0	0	0	0x0x0
PRRG2	0	0	0	0x0x0
PRRG3	0	0	0	0x0x0
PRRG4	0	0	0	0x0x0
PRRT1	0	0	0	0x0x0
PRRT2	0	0	0	0x0x0
PRRT3	0	0	0	0x0x0
PRRX1	0	0	0	0x0x0
PRRX2	0	0	0	0x0x0
PRSS1	0	0	0	0x0x0
PRSS12	0	0	0	0x0x0
PRSS16	0	0	0	0x0x0
PRSS2	0	0	0	0x0x0
PRSS21	0	0	0	0x0x0
PRSS22	0	0	0	0x0x0
PRSS23	0	0	0	0x0x0
PRSS27	0	0	0	0x0x0
PRSS3	0	0	0	0x0x0
PRSS33	0	0	0	0x0x0
PRSS35	0	0	0	0x0x0
PRSS36	0	0	0	0x0x0
PRSS37	0	0	0	0x0x0
PRSS38	0	0	0	0x0x0
PRSS42	0	0	0	0x0x0
PRSS48	0	0	0	0x0x0
PRSS7	0	0	0	0x0x0
PRSS8	0	0	0	0x0x0
PRSSL1	0	0	0	0x0x0
PRTFDC1	0	0	0	0x0x0
PRTG	0	0	0	0x0x0
PRTN3	0	0	0	0x0x0
PRUNE	0	0	0	0x0x0
PRUNE2	0	0	0	0x0x0
PRX	0	0	0	0x0x0
PRY	0	0	0	0x0x0
PRY2	0	0	0	0x0x0
PSAP	0	0	0	0x0x0
PSAPL1	0	0	0	0x0x0
PSAT1	0	0	0	0x0x0
PSCA	0	0	0	0x0x0
PSCD1	0	0	0	0x0x0
PSCD2	0	0	0	0x0x0
PSCD4	0	0	0	0x0x0
PSCDBP	0	0	0	0x0x0
PSD	0	0	0	0x0x0
PSD2	0	0	0	0x0x0
PSD3	0	0	0	0x0x0
PSD4	1	1	0	1x1x0
PSEN1	0	0	0	0x0x0
PSEN2	0	-1	0	0x1x0
PSENEN	0	0	0	0x0x0
PSG1	0	0	0	0x0x0
PSG10	0	0	0	0x0x0
PSG11	0	0	0	0x0x0
PSG2	0	0	0	0x0x0
PSG3	0	0	0	0x0x0
PSG4	0	0	0	0x0x0
PSG5	0	0	0	0x0x0
PSG6	0	0	0	0x0x0
PSG7	0	0	0	0x0x0
PSG8	0	0	0	0x0x0
PSG9	0	0	0	0x0x0
PSIP1	0	0	0	0x0x0
PSITPTE22	0	0	0	0x0x0
PSKH1	0	0	0	0x0x0
PSKH2	0	0	0	0x0x0
PSMA1	0	0	0	0x0x0
PSMA2	0	0	0	0x0x0
PSMA3	0	0	0	0x0x0
PSMA4	0	0	0	0x0x0
PSMA5	0	-1	0	0x1x0
PSMA6	0	0	0	0x0x0
PSMA7	0	0	0	0x0x0
PSMA8	0	0	0	0x0x0
PSMB1	0	0	0	0x0x0
PSMB10	0	0	0	0x0x0
PSMB11	0	0	0	0x0x0
PSMB2	0	0	0	0x0x0
PSMB3	0	0	0	0x0x0
PSMB4	0	0	0	0x0x0
PSMB5	0	0	0	0x0x0
PSMB6	0	-1	0	0x1x0
PSMB7	0	0	0	0x0x0
PSMB8	0	-1	0	0x1x0
PSMB9	0	-1	0	0x1x0
PSMC1	0	0	0	0x0x0
PSMC2	0	-1	0	0x1x0
PSMC3	0	0	0	0x0x0
PSMC3IP	0	0	0	0x0x0
PSMC4	0	-1	0	0x1x0
PSMC5	0	-1	0	0x1x0
PSMC6	0	0	0	0x0x0
PSMD1	0	0	0	0x0x0
PSMD10	0	0	0	0x0x0
PSMD11	0	0	0	0x0x0
PSMD12	0	0	0	0x0x0
PSMD13	0	0	0	0x0x0
PSMD14	0	0	0	0x0x0
PSMD2	0	0	0	0x0x0
PSMD3	0	0	0	0x0x0
PSMD4	0	0	0	0x0x0
PSMD5	0	0	0	0x0x0
PSMD6	0	0	0	0x0x0
PSMD7	0	-1	0	0x1x0
PSMD8	0	0	0	0x0x0
PSMD9	0	0	0	0x0x0
PSME1	0	0	0	0x0x0
PSME2	0	-1	0	0x1x0
PSME3	0	0	0	0x0x0
PSME4	-1	-1	0	1x1x0
PSMF1	0	0	0	0x0x0
PSMG1	0	0	0	0x0x0
PSMG2	0	0	0	0x0x0
PSMG3	-1	-1	0	1x1x0
PSMG4	0	0	0	0x0x0
PSORS1C1	0	0	0	0x0x0
PSORS1C2	0	0	0	0x0x0
PSORS1C3	0	0	0	0x0x0
PSPC1	0	-1	0	0x1x0
PSPH	0	0	0	0x0x0
PSPHL	0	0	0	0x0x0
PSPN	0	0	0	0x0x0
PSRC1	0	0	0	0x0x0
PSTK	0	0	0	0x0x0
PSTPIP1	0	0	0	0x0x0
PSTPIP2	0	0	0	0x0x0
PTAFR	0	0	0	0x0x0
PTAR1	0	0	0	0x0x0
PTBP1	0	0	0	0x0x0
PTBP2	0	0	0	0x0x0
PTCD1	0	0	0	0x0x0
PTCD2	0	0	0	0x0x0
PTCD3	0	0	0	0x0x0
PTCH1	0	0	0	0x0x0
PTCH2	0	0	0	0x0x0
PTCHD1	0	0	0	0x0x0
PTCHD2	0	0	0	0x0x0
PTCHD3	0	0	0	0x0x0
PTCRA	0	0	0	0x0x0
PTDSS1	0	0	0	0x0x0
PTDSS2	0	0	0	0x0x0
PTEN	0	0	0	0x0x0
PTENP1	0	0	0	0x0x0
PTER	0	0	0	0x0x0
PTF1A	0	0	0	0x0x0
PTGDR	0	0	0	0x0x0
PTGDS	0	0	0	0x0x0
PTGER1	0	1	0	0x1x0
PTGER2	0	0	0	0x0x0
PTGER3	0	0	0	0x0x0
PTGER4	0	0	0	0x0x0
PTGES	0	0	0	0x0x0
PTGES2	0	-1	0	0x1x0
PTGES3	0	0	0	0x0x0
PTGFR	0	0	0	0x0x0
PTGFRN	0	0	0	0x0x0
PTGIR	0	0	0	0x0x0
PTGIS	0	0	0	0x0x0
PTGR1	0	1	0	0x1x0
PTGR2	0	1	0	0x1x0
PTGS1	0	0	0	0x0x0
PTGS2	0	0	0	0x0x0
PTH	0	0	0	0x0x0
PTH1R	0	0	0	0x0x0
PTH2	0	0	0	0x0x0
PTH2R	0	0	0	0x0x0
PTHLH	0	0	0	0x0x0
PTK2	0	0	0	0x0x0
PTK2B	0	0	0	0x0x0
PTK6	0	1	0	0x1x0
PTK7	0	0	0	0x0x0
PTK9	0	0	0	0x0x0
PTMA	0	0	0	0x0x0
PTMS	0	0	0	0x0x0
PTN	0	0	0	0x0x0
PTOV1	0	0	0	0x0x0
PTP4A1	0	0	0	0x0x0
PTP4A2	0	0	0	0x0x0
PTP4A3	0	0	0	0x0x0
PTPDC1	0	0	0	0x0x0
PTPLA	0	0	0	0x0x0
PTPLAD1	0	-1	0	0x1x0
PTPLAD2	0	0	0	0x0x0
PTPLB	0	0	0	0x0x0
PTPMT1	-1	-1	0	1x1x0
PTPN1	0	0	0	0x0x0
PTPN11	0	0	0	0x0x0
PTPN12	0	0	0	0x0x0
PTPN13	0	0	0	0x0x0
PTPN14	0	0	0	0x0x0
PTPN18	0	0	0	0x0x0
PTPN2	0	0	0	0x0x0
PTPN20	0	0	0	0x0x0
PTPN20A	0	0	0	0x0x0
PTPN20B	0	0	0	0x0x0
PTPN21	0	0	0	0x0x0
PTPN22	0	0	0	0x0x0
PTPN23	0	0	0	0x0x0
PTPN3	0	0	0	0x0x0
PTPN4	0	0	0	0x0x0
PTPN5	0	0	0	0x0x0
PTPN6	0	0	0	0x0x0
PTPN7	0	0	0	0x0x0
PTPN9	0	0	0	0x0x0
PTPRA	0	1	0	0x1x0
PTPRB	0	0	0	0x0x0
PTPRC	0	0	0	0x0x0
PTPRCAP	0	0	0	0x0x0
PTPRD	0	0	0	0x0x0
PTPRE	0	0	0	0x0x0
PTPRF	1	1	0	1x1x0
PTPRG	0	0	0	0x0x0
PTPRH	0	0	0	0x0x0
PTPRJ	0	0	0	0x0x0
PTPRK	0	0	0	0x0x0
PTPRM	0	0	0	0x0x0
PTPRN	0	1	0	0x1x0
PTPRN2	0	0	0	0x0x0
PTPRO	0	1	0	0x1x0
PTPRQ	0	0	0	0x0x0
PTPRR	0	0	0	0x0x0
PTPRS	0	0	0	0x0x0
PTPRT	0	0	0	0x0x0
PTPRU	0	0	0	0x0x0
PTPRV	0	0	0	0x0x0
PTPRZ1	0	0	0	0x0x0
PTRF	1	1	0	1x1x0
PTRH1	-1	-1	0	1x1x0
PTRH2	0	0	0	0x0x0
PTS	0	0	0	0x0x0
PTTG1	0	0	0	0x0x0
PTTG1IP	0	1	0	0x1x0
PTTG2	0	0	0	0x0x0
PTTG3P	0	0	0	0x0x0
PTX3	0	0	0	0x0x0
PUF60	0	-1	0	0x1x0
PUM1	0	0	0	0x0x0
PUM2	0	0	0	0x0x0
PURA	0	0	0	0x0x0
PURB	0	0	0	0x0x0
PURG	0	0	0	0x0x0
PUS1	0	0	0	0x0x0
PUS10	0	0	0	0x0x0
PUS3	-1	-1	0	1x1x0
PUS7	0	0	0	0x0x0
PUS7L	0	0	0	0x0x0
PUSL1	0	0	0	0x0x0
PVALB	0	0	0	0x0x0
PVR	0	0	0	0x0x0
PVRIG	-1	-1	0	1x1x0
PVRL1	0	0	0	0x0x0
PVRL2	0	0	0	0x0x0
PVRL3	0	0	0	0x0x0
PVRL4	0	0	0	0x0x0
PVT1	0	0	0	0x0x0
PWP1	0	0	0	0x0x0
PWP2	0	0	0	0x0x0
PWRN1	0	0	0	0x0x0
PWRN2	0	0	0	0x0x0
PWWP2	0	0	0	0x0x0
PWWP2A	0	0	0	0x0x0
PWWP2B	0	0	0	0x0x0
PXDN	0	0	0	0x0x0
PXDNL	0	0	0	0x0x0
PXK	0	0	0	0x0x0
PXMP2	0	0	0	0x0x0
PXMP3	0	0	0	0x0x0
PXMP4	0	0	0	0x0x0
PXN	0	0	0	0x0x0
PXT1	0	0	0	0x0x0
PYCARD	0	-1	0	0x1x0
PYCR1	0	0	0	0x0x0
PYCR2	0	0	0	0x0x0
PYCRL	0	0	0	0x0x0
PYDC1	0	0	0	0x0x0
PYDC2	0	0	0	0x0x0
PYGB	0	0	0	0x0x0
PYGL	0	1	0	0x1x0
PYGM	0	0	0	0x0x0
PYGO1	0	0	0	0x0x0
PYGO2	0	0	0	0x0x0
PYHIN1	0	0	0	0x0x0
PYROXD1	0	0	0	0x0x0
PYY	0	0	0	0x0x0
PYY2	0	0	0	0x0x0
PZP	0	0	0	0x0x0
QARS	0	0	0	0x0x0
QDPR	0	0	0	0x0x0
QKI	0	0	0	0x0x0
QPCT	0	0	0	0x0x0
QPCTL	0	0	0	0x0x0
QPRT	0	0	0	0x0x0
QRFP	0	0	0	0x0x0
QRFPR	0	0	0	0x0x0
QRICH1	0	0	0	0x0x0
QRICH2	0	0	0	0x0x0
QRSL1	0	0	0	0x0x0
QSER1	0	0	0	0x0x0
QSOX1	0	0	0	0x0x0
QSOX2	0	0	0	0x0x0
QTRT1	0	0	0	0x0x0
QTRTD1	0	0	0	0x0x0
R3HCC1	0	0	0	0x0x0
R3HDM1	0	0	0	0x0x0
R3HDM2	0	0	0	0x0x0
R3HDML	0	0	0	0x0x0
RAB10	0	0	0	0x0x0
RAB11A	0	0	0	0x0x0
RAB11B	0	0	0	0x0x0
RAB11FIP1	0	0	0	0x0x0
RAB11FIP2	0	0	0	0x0x0
RAB11FIP3	0	0	0	0x0x0
RAB11FIP4	0	0	0	0x0x0
RAB11FIP5	0	1	0	0x1x0
RAB12	0	0	0	0x0x0
RAB13	1	1	0	1x1x0
RAB14	0	0	0	0x0x0
RAB15	0	0	0	0x0x0
RAB17	0	1	0	0x1x0
RAB18	0	0	0	0x0x0
RAB19	0	0	0	0x0x0
RAB1A	0	0	0	0x0x0
RAB1B	0	0	0	0x0x0
RAB1C	0	0	0	0x0x0
RAB20	0	1	0	0x1x0
RAB21	0	0	0	0x0x0
RAB22A	0	0	0	0x0x0
RAB23	0	0	0	0x0x0
RAB24	0	0	0	0x0x0
RAB25	0	0	0	0x0x0
RAB26	0	0	0	0x0x0
RAB27A	0	0	0	0x0x0
RAB27B	0	0	0	0x0x0
RAB28	0	0	0	0x0x0
RAB2A	0	0	0	0x0x0
RAB2B	0	0	0	0x0x0
RAB30	0	0	0	0x0x0
RAB31	0	0	0	0x0x0
RAB32	0	0	0	0x0x0
RAB33A	0	0	0	0x0x0
RAB33B	0	0	0	0x0x0
RAB34	0	0	0	0x0x0
RAB35	0	-1	0	0x1x0
RAB36	0	0	0	0x0x0
RAB37	0	0	0	0x0x0
RAB38	0	0	0	0x0x0
RAB39	0	0	0	0x0x0
RAB39B	0	0	0	0x0x0
RAB3A	0	0	0	0x0x0
RAB3B	0	0	0	0x0x0
RAB3C	0	0	0	0x0x0
RAB3D	0	1	0	0x1x0
RAB3GAP1	0	0	0	0x0x0
RAB3GAP2	0	0	0	0x0x0
RAB3IL1	0	0	0	0x0x0
RAB3IP	0	0	0	0x0x0
RAB40A	0	0	0	0x0x0
RAB40AL	0	0	0	0x0x0
RAB40B	0	0	0	0x0x0
RAB40C	0	0	0	0x0x0
RAB41	0	0	0	0x0x0
RAB42	0	0	0	0x0x0
RAB43	0	0	0	0x0x0
RAB4A	0	0	0	0x0x0
RAB4B	0	0	0	0x0x0
RAB5A	0	0	0	0x0x0
RAB5B	0	0	0	0x0x0
RAB5C	0	0	0	0x0x0
RAB6A	0	0	0	0x0x0
RAB6B	0	0	0	0x0x0
RAB6C	0	0	0	0x0x0
RAB7A	0	0	0	0x0x0
RAB7B	0	0	0	0x0x0
RAB7L1	0	0	0	0x0x0
RAB8A	0	0	0	0x0x0
RAB8B	0	0	0	0x0x0
RAB9A	0	0	0	0x0x0
RAB9B	0	0	0	0x0x0
RAB9P1	0	0	0	0x0x0
RABAC1	0	0	0	0x0x0
RABEP1	0	0	0	0x0x0
RABEP2	0	0	0	0x0x0
RABEPK	0	0	0	0x0x0
RABGAP1	0	0	0	0x0x0
RABGAP1L	0	0	0	0x0x0
RABGEF1	0	0	0	0x0x0
RABGGTA	0	0	0	0x0x0
RABGGTB	0	0	0	0x0x0
RABIF	0	0	0	0x0x0
RABL2A	0	0	0	0x0x0
RABL2B	0	0	0	0x0x0
RABL3	0	0	0	0x0x0
RABL4	0	0	0	0x0x0
RABL5	0	0	0	0x0x0
RAC1	0	0	0	0x0x0
RAC2	0	0	0	0x0x0
RAC3	0	0	0	0x0x0
RACGAP1	0	0	0	0x0x0
RAD1	0	0	0	0x0x0
RAD17	0	0	0	0x0x0
RAD18	0	0	0	0x0x0
RAD21	0	0	0	0x0x0
RAD23A	0	0	0	0x0x0
RAD23B	0	0	0	0x0x0
RAD50	0	0	0	0x0x0
RAD51	0	0	0	0x0x0
RAD51AP1	0	0	0	0x0x0
RAD51AP2	0	0	0	0x0x0
RAD51C	0	0	0	0x0x0
RAD51L1	0	0	0	0x0x0
RAD51L3	0	0	0	0x0x0
RAD52	0	0	0	0x0x0
RAD54B	0	0	0	0x0x0
RAD54L	0	0	0	0x0x0
RAD54L2	0	0	0	0x0x0
RAD9A	0	0	0	0x0x0
RAD9B	0	0	0	0x0x0
RADIL	0	0	0	0x0x0
RAE1	0	0	0	0x0x0
RAET1E	0	0	0	0x0x0
RAET1G	0	0	0	0x0x0
RAET1K	0	0	0	0x0x0
RAET1L	0	0	0	0x0x0
RAF1	0	0	0	0x0x0
RAG1	0	0	0	0x0x0
RAG1AP1	0	0	0	0x0x0
RAG2	0	0	0	0x0x0
RAGE	0	0	0	0x0x0
RAI1	0	0	0	0x0x0
RAI14	0	0	0	0x0x0
RAI2	0	0	0	0x0x0
RALA	0	0	0	0x0x0
RALB	0	0	0	0x0x0
RALBP1	0	0	0	0x0x0
RALGAPA1	0	0	0	0x0x0
RALGAPA2	0	0	0	0x0x0
RALGAPB	0	0	0	0x0x0
RALGDS	0	0	0	0x0x0
RALGPS1	0	0	0	0x0x0
RALGPS2	0	0	0	0x0x0
RALY	0	0	0	0x0x0
RALYL	0	0	0	0x0x0
RAMP1	0	0	0	0x0x0
RAMP2	0	0	0	0x0x0
RAMP3	0	0	0	0x0x0
RAN	0	0	0	0x0x0
RANBP1	0	0	0	0x0x0
RANBP10	0	0	0	0x0x0
RANBP17	0	0	0	0x0x0
RANBP2	0	0	0	0x0x0
RANBP2L1	0	0	0	0x0x0
RANBP3	0	0	0	0x0x0
RANBP3L	0	0	0	0x0x0
RANBP6	0	0	0	0x0x0
RANBP9	0	0	0	0x0x0
RANGAP1	0	-1	0	0x1x0
RANGRF	0	0	0	0x0x0
RAP1A	0	0	0	0x0x0
RAP1B	0	0	0	0x0x0
RAP1BL	0	0	0	0x0x0
RAP1GAP	0	1	0	0x1x0
RAP1GDS1	0	0	0	0x0x0
RAP2A	0	0	0	0x0x0
RAP2B	0	0	0	0x0x0
RAP2C	0	0	0	0x0x0
RAPGEF1	0	0	0	0x0x0
RAPGEF2	0	0	0	0x0x0
RAPGEF3	0	0	0	0x0x0
RAPGEF4	0	0	0	0x0x0
RAPGEF5	0	0	0	0x0x0
RAPGEF6	0	0	0	0x0x0
RAPGEFL1	0	0	0	0x0x0
RAPH1	0	0	0	0x0x0
RAPSN	0	0	0	0x0x0
RARA	0	0	0	0x0x0
RARB	0	0	0	0x0x0
RARG	0	0	0	0x0x0
RARRES1	0	0	0	0x0x0
RARRES2	0	0	0	0x0x0
RARRES3	0	0	0	0x0x0
RARS	0	0	0	0x0x0
RARS2	0	0	0	0x0x0
RASA1	0	0	0	0x0x0
RASA2	0	0	0	0x0x0
RASA3	0	0	0	0x0x0
RASA4	0	0	0	0x0x0
RASA4P	0	0	0	0x0x0
RASAL1	0	1	0	0x1x0
RASAL2	0	0	0	0x0x0
RASAL3	0	0	0	0x0x0
RASD1	0	0	0	0x0x0
RASD2	0	0	0	0x0x0
RASEF	0	0	0	0x0x0
RASGEF1A	0	0	0	0x0x0
RASGEF1B	0	0	0	0x0x0
RASGEF1C	0	0	0	0x0x0
RASGRF1	0	0	0	0x0x0
RASGRF2	0	1	0	0x1x0
RASGRP1	0	0	0	0x0x0
RASGRP2	0	-1	0	0x1x0
RASGRP3	0	0	0	0x0x0
RASGRP4	0	1	0	0x1x0
RASIP1	0	0	0	0x0x0
RASL10A	0	0	0	0x0x0
RASL10B	0	0	0	0x0x0
RASL11A	0	1	0	0x1x0
RASL11B	0	0	0	0x0x0
RASL12	0	0	0	0x0x0
RASSF1	1	1	0	1x1x0
RASSF10	0	0	0	0x0x0
RASSF2	0	-1	0	0x1x0
RASSF3	0	0	0	0x0x0
RASSF4	0	0	0	0x0x0
RASSF5	0	0	0	0x0x0
RASSF6	0	0	0	0x0x0
RASSF7	0	0	0	0x0x0
RASSF8	0	0	0	0x0x0
RASSF9	0	0	0	0x0x0
RAVER1	0	0	0	0x0x0
RAVER2	0	0	0	0x0x0
RAX	0	1	0	0x1x0
RAX2	0	0	0	0x0x0
RAXL1	0	1	0	0x1x0
RB1	0	0	0	0x0x0
RB1CC1	0	0	0	0x0x0
RBAK	0	0	0	0x0x0
RBBP4	0	0	0	0x0x0
RBBP5	0	0	0	0x0x0
RBBP6	0	0	0	0x0x0
RBBP7	0	0	0	0x0x0
RBBP8	0	0	0	0x0x0
RBBP9	0	0	0	0x0x0
RBCK1	0	0	0	0x0x0
RBED1	0	0	0	0x0x0
RBKS	0	1	0	0x1x0
RBL1	0	0	0	0x0x0
RBL2	0	0	0	0x0x0
RBM	0	0	0	0x0x0
RBM10	0	0	0	0x0x0
RBM11	0	0	0	0x0x0
RBM12	0	0	0	0x0x0
RBM12B	0	0	0	0x0x0
RBM14	0	0	0	0x0x0
RBM15	0	1	0	0x1x0
RBM15B	0	0	0	0x0x0
RBM16	0	0	0	0x0x0
RBM17	0	0	0	0x0x0
RBM18	0	0	0	0x0x0
RBM19	0	0	0	0x0x0
RBM20	0	0	0	0x0x0
RBM22	0	0	0	0x0x0
RBM23	0	0	0	0x0x0
RBM24	0	0	0	0x0x0
RBM25	0	0	0	0x0x0
RBM26	0	0	0	0x0x0
RBM27	0	0	0	0x0x0
RBM28	0	0	0	0x0x0
RBM3	0	0	0	0x0x0
RBM33	0	0	0	0x0x0
RBM34	0	0	0	0x0x0
RBM35A	0	0	0	0x0x0
RBM38	0	0	0	0x0x0
RBM39	0	0	0	0x0x0
RBM4	0	0	0	0x0x0
RBM41	0	0	0	0x0x0
RBM42	0	0	0	0x0x0
RBM43	0	0	0	0x0x0
RBM44	0	1	0	0x1x0
RBM45	0	0	0	0x0x0
RBM46	0	0	0	0x0x0
RBM47	0	0	0	0x0x0
RBM4B	0	0	0	0x0x0
RBM5	0	0	0	0x0x0
RBM6	0	0	0	0x0x0
RBM7	0	0	0	0x0x0
RBM8A	0	0	0	0x0x0
RBM9	0	1	0	0x1x0
RBMS1	0	0	0	0x0x0
RBMS2	0	0	0	0x0x0
RBMS2P	0	0	0	0x0x0
RBMS3	0	0	0	0x0x0
RBMX	0	0	0	0x0x0
RBMX2	0	0	0	0x0x0
RBMXL2	0	0	0	0x0x0
RBMY1A1	0	0	0	0x0x0
RBMY1A3P	0	0	0	0x0x0
RBMY1B	0	0	0	0x0x0
RBMY1D	0	0	0	0x0x0
RBMY1E	0	0	0	0x0x0
RBMY1F	0	0	0	0x0x0
RBMY1J	0	0	0	0x0x0
RBMY2EP	0	0	0	0x0x0
RBMY2FP	0	0	0	0x0x0
RBMY3AP	0	0	0	0x0x0
RBP1	0	0	0	0x0x0
RBP2	0	0	0	0x0x0
RBP3	0	0	0	0x0x0
RBP4	0	-1	0	0x1x0
RBP5	0	0	0	0x0x0
RBP7	0	0	0	0x0x0
RBPJ	0	0	0	0x0x0
RBPJL	0	0	0	0x0x0
RBPMS	0	0	0	0x0x0
RBPMS2	0	0	0	0x0x0
RBX1	0	0	0	0x0x0
RC3H1	0	0	0	0x0x0
RC3H2	0	0	0	0x0x0
RCADH5	0	0	0	0x0x0
RCAN1	-1	-1	0	1x1x0
RCAN2	0	0	0	0x0x0
RCAN3	0	0	0	0x0x0
RCBTB1	0	0	0	0x0x0
RCBTB2	0	0	0	0x0x0
RCC1	0	0	0	0x0x0
RCC2	0	0	0	0x0x0
RCCD1	0	0	0	0x0x0
RCE1	0	0	0	0x0x0
RCHY1	0	0	0	0x0x0
RCL1	0	0	0	0x0x0
RCN1	0	1	0	0x1x0
RCN2	0	-1	0	0x1x0
RCN3	0	1	0	0x1x0
RCOR1	0	0	0	0x0x0
RCOR2	0	1	0	0x1x0
RCOR3	0	0	0	0x0x0
RCP9	0	0	0	0x0x0
RCSD1	0	0	0	0x0x0
RCVRN	0	0	0	0x0x0
RD3	0	0	0	0x0x0
RDBP	0	0	0	0x0x0
RDH10	0	0	0	0x0x0
RDH11	0	0	0	0x0x0
RDH12	0	0	0	0x0x0
RDH13	0	0	0	0x0x0
RDH14	0	0	0	0x0x0
RDH16	0	0	0	0x0x0
RDH5	0	0	0	0x0x0
RDH8	0	0	0	0x0x0
RDM1	0	0	0	0x0x0
RDX	0	0	0	0x0x0
REC8	0	0	0	0x0x0
RECK	0	0	0	0x0x0
RECQL	0	0	0	0x0x0
RECQL4	0	0	0	0x0x0
RECQL5	0	0	0	0x0x0
REEP1	0	0	0	0x0x0
REEP2	0	0	0	0x0x0
REEP3	0	0	0	0x0x0
REEP4	0	0	0	0x0x0
REEP5	0	-1	0	0x1x0
REEP6	-1	0	0	1x0x0
REG1A	0	0	0	0x0x0
REG1B	0	0	0	0x0x0
REG1P	0	0	0	0x0x0
REG3A	0	0	0	0x0x0
REG3G	0	0	0	0x0x0
REG4	0	0	0	0x0x0
REL	0	0	0	0x0x0
RELA	0	0	0	0x0x0
RELB	0	0	0	0x0x0
RELL1	0	0	0	0x0x0
RELL2	0	-1	0	0x1x0
RELN	0	0	0	0x0x0
RELT	0	0	0	0x0x0
REM1	0	0	0	0x0x0
REM2	0	0	0	0x0x0
REN	0	0	0	0x0x0
RENBP	0	0	0	0x0x0
REP15	0	0	0	0x0x0
REPIN1	0	0	0	0x0x0
REPS1	0	0	0	0x0x0
REPS2	0	0	0	0x0x0
RER1	0	0	0	0x0x0
RERE	0	0	0	0x0x0
RERG	0	0	0	0x0x0
RERGL	0	0	0	0x0x0
RESP18	0	0	0	0x0x0
REST	0	0	0	0x0x0
RET	0	0	0	0x0x0
RETN	0	0	0	0x0x0
RETNLB	0	0	0	0x0x0
RETSAT	0	0	0	0x0x0
REV1	0	0	0	0x0x0
REV3L	0	0	0	0x0x0
REXO1	0	0	0	0x0x0
REXO1L1	0	0	0	0x0x0
REXO1L2P	0	0	0	0x0x0
REXO1L3P	0	0	0	0x0x0
REXO1L5P	0	0	0	0x0x0
REXO1L6P	0	0	0	0x0x0
REXO2	0	0	0	0x0x0
REXO4	0	0	0	0x0x0
RFC1	0	0	0	0x0x0
RFC2	0	0	0	0x0x0
RFC3	0	0	0	0x0x0
RFC4	0	0	0	0x0x0
RFC5	0	0	0	0x0x0
RFESD	0	0	0	0x0x0
RFFL	0	0	0	0x0x0
RFK	0	0	0	0x0x0
RFNG	0	0	0	0x0x0
RFP	0	-1	0	0x1x0
RFPL1	0	0	0	0x0x0
RFPL1S	0	0	0	0x0x0
RFPL2	0	0	0	0x0x0
RFPL3	0	0	0	0x0x0
RFPL3S	0	0	0	0x0x0
RFPL4A	0	0	0	0x0x0
RFPL4B	0	0	0	0x0x0
RFT1	0	0	0	0x0x0
RFTN1	0	0	0	0x0x0
RFTN2	0	0	0	0x0x0
RFWD2	0	0	0	0x0x0
RFWD3	0	0	0	0x0x0
RFX1	0	0	0	0x0x0
RFX2	0	0	0	0x0x0
RFX3	0	0	0	0x0x0
RFX4	0	0	0	0x0x0
RFX5	0	-1	0	0x1x0
RFX6	0	0	0	0x0x0
RFX7	0	0	0	0x0x0
RFXANK	0	-1	0	0x1x0
RFXAP	0	0	0	0x0x0
RFXDC2	0	0	0	0x0x0
RG9MTD1	0	0	0	0x0x0
RG9MTD2	0	0	0	0x0x0
