	B_ThCSE - FS_ThCSE	B_Th - FS_Th	diff_ThCSE_Th	pattern
RG9MTD3	0	0	0	0x0x0
RGAG1	0	0	0	0x0x0
RGAG4	0	0	0	0x0x0
RGL1	0	0	0	0x0x0
RGL2	0	0	0	0x0x0
RGL3	0	0	0	0x0x0
RGL4	0	0	0	0x0x0
RGMA	0	0	0	0x0x0
RGMB	0	0	0	0x0x0
RGN	0	0	0	0x0x0
RGNEF	0	0	0	0x0x0
RGP1	0	0	0	0x0x0
RGPD1	0	0	0	0x0x0
RGPD2	0	0	0	0x0x0
RGPD3	0	0	0	0x0x0
RGPD4	0	0	0	0x0x0
RGPD5	0	0	0	0x0x0
RGPD6	0	0	0	0x0x0
RGPD8	0	0	0	0x0x0
RGR	0	0	0	0x0x0
RGS1	0	0	0	0x0x0
RGS10	0	0	0	0x0x0
RGS11	0	0	0	0x0x0
RGS12	0	0	0	0x0x0
RGS13	0	0	0	0x0x0
RGS14	0	0	0	0x0x0
RGS16	0	0	0	0x0x0
RGS17	0	0	0	0x0x0
RGS18	0	0	0	0x0x0
RGS19	0	0	0	0x0x0
RGS2	0	0	0	0x0x0
RGS20	0	0	0	0x0x0
RGS21	0	0	0	0x0x0
RGS22	0	0	0	0x0x0
RGS3	0	0	0	0x0x0
RGS4	0	0	0	0x0x0
RGS5	0	0	0	0x0x0
RGS6	0	0	0	0x0x0
RGS7	0	0	0	0x0x0
RGS7BP	0	0	0	0x0x0
RGS8	0	0	0	0x0x0
RGS9	0	0	0	0x0x0
RGS9BP	0	0	0	0x0x0
RGSL1	0	0	0	0x0x0
RGSL2	0	0	0	0x0x0
RHAG	0	0	0	0x0x0
RHBDD1	0	0	0	0x0x0
RHBDD2	0	0	0	0x0x0
RHBDD3	0	0	0	0x0x0
RHBDF1	0	0	0	0x0x0
RHBDF2	0	0	0	0x0x0
RHBDL1	0	0	0	0x0x0
RHBDL2	0	0	0	0x0x0
RHBDL3	0	0	0	0x0x0
RHBG	0	0	0	0x0x0
RHCE	0	0	0	0x0x0
RHCG	0	0	0	0x0x0
RHD	0	0	0	0x0x0
RHEB	0	0	0	0x0x0
RHEBL1	0	0	0	0x0x0
RHO	0	0	0	0x0x0
RHOA	0	0	0	0x0x0
RHOB	0	0	0	0x0x0
RHOBTB1	0	0	0	0x0x0
RHOBTB2	0	0	0	0x0x0
RHOBTB3	0	0	0	0x0x0
RHOC	0	0	0	0x0x0
RHOD	0	0	0	0x0x0
RHOF	0	0	0	0x0x0
RHOG	0	0	0	0x0x0
RHOH	0	0	0	0x0x0
RHOJ	0	0	0	0x0x0
RHOQ	0	0	0	0x0x0
RHOT1	0	0	0	0x0x0
RHOT2	0	0	0	0x0x0
RHOU	0	0	0	0x0x0
RHOV	0	0	0	0x0x0
RHOXF1	0	0	0	0x0x0
RHOXF2	0	0	0	0x0x0
RHOXF2B	0	0	0	0x0x0
RHPN1	0	0	0	0x0x0
RHPN2	1	1	0	1x1x0
RIBC1	0	0	0	0x0x0
RIBC2	0	0	0	0x0x0
RIC3	0	0	0	0x0x0
RIC8A	0	0	0	0x0x0
RIC8B	0	0	0	0x0x0
RICH2	0	0	0	0x0x0
RICS	0	1	0	0x1x0
RICTOR	0	0	0	0x0x0
RIF1	0	0	0	0x0x0
RIG	0	0	0	0x0x0
RILP	0	0	0	0x0x0
RILPL1	0	0	0	0x0x0
RILPL2	0	-1	0	0x1x0
RIMBP2	0	0	0	0x0x0
RIMBP3	0	0	0	0x0x0
RIMBP3B	0	0	0	0x0x0
RIMBP3C	0	0	0	0x0x0
RIMKLA	1	1	0	1x1x0
RIMKLB	0	0	0	0x0x0
RIMS1	0	0	0	0x0x0
RIMS2	0	0	0	0x0x0
RIMS3	0	0	0	0x0x0
RIMS4	0	0	0	0x0x0
RIN1	0	0	0	0x0x0
RIN2	0	0	0	0x0x0
RIN3	0	0	0	0x0x0
RING1	0	0	0	0x0x0
RINL	0	0	0	0x0x0
RINT1	0	0	0	0x0x0
RIOK1	0	-1	0	0x1x0
RIOK2	0	0	0	0x0x0
RIOK3	0	1	0	0x1x0
RIPK1	0	0	0	0x0x0
RIPK2	0	0	0	0x0x0
RIPK3	0	0	0	0x0x0
RIPK4	0	0	0	0x0x0
RIPK5	0	0	0	0x0x0
RIPPLY1	0	0	0	0x0x0
RIPPLY2	0	0	0	0x0x0
RIT1	0	0	0	0x0x0
RIT2	0	0	0	0x0x0
RKHD1	0	0	0	0x0x0
RLBP1	0	0	0	0x0x0
RLBP1L1	0	0	0	0x0x0
RLF	1	1	0	1x1x0
RLN1	-1	0	0	1x0x0
RLN2	-1	0	0	1x0x0
RLN3	0	0	0	0x0x0
RLTPR	0	0	0	0x0x0
RMI1	0	0	0	0x0x0
RMND1	0	0	0	0x0x0
RMND5A	0	0	0	0x0x0
RMND5B	0	0	0	0x0x0
RMRP	0	0	0	0x0x0
RMST	0	0	0	0x0x0
RN5S9	0	0	0	0x0x0
RN7SK	0	1	0	0x1x0
RN7SL1	0	0	0	0x0x0
RNASE1	0	0	0	0x0x0
RNASE10	0	0	0	0x0x0
RNASE11	0	0	0	0x0x0
RNASE12	0	0	0	0x0x0
RNASE13	0	0	0	0x0x0
RNASE2	0	0	0	0x0x0
RNASE3	0	0	0	0x0x0
RNASE4	0	1	0	0x1x0
RNASE6	0	0	0	0x0x0
RNASE7	0	0	0	0x0x0
RNASE8	0	0	0	0x0x0
RNASE9	0	0	0	0x0x0
RNASEH1	0	-1	0	0x1x0
RNASEH2A	0	0	0	0x0x0
RNASEH2B	0	0	0	0x0x0
RNASEH2C	0	0	0	0x0x0
RNASEK	0	0	0	0x0x0
RNASEL	0	0	0	0x0x0
RNASEN	0	0	0	0x0x0
RNASET2	0	0	0	0x0x0
RND1	0	0	0	0x0x0
RND2	0	0	0	0x0x0
RND3	0	0	0	0x0x0
RNF10	0	0	0	0x0x0
RNF103	0	0	0	0x0x0
RNF11	0	0	0	0x0x0
RNF111	0	0	0	0x0x0
RNF112	0	0	0	0x0x0
RNF113A	0	0	0	0x0x0
RNF113B	0	0	0	0x0x0
RNF114	0	0	0	0x0x0
RNF115	0	0	0	0x0x0
RNF12	0	0	0	0x0x0
RNF121	0	0	0	0x0x0
RNF122	0	0	0	0x0x0
RNF123	-1	-1	0	1x1x0
RNF125	0	-1	0	0x1x0
RNF126	0	0	0	0x0x0
RNF126P1	0	0	0	0x0x0
RNF128	0	0	0	0x0x0
RNF13	0	0	0	0x0x0
RNF130	0	0	0	0x0x0
RNF133	0	0	0	0x0x0
RNF135	0	0	0	0x0x0
RNF138	0	0	0	0x0x0
RNF138P1	0	0	0	0x0x0
RNF139	0	0	0	0x0x0
RNF14	0	0	0	0x0x0
RNF141	0	0	0	0x0x0
RNF144	0	0	0	0x0x0
RNF144A	0	0	0	0x0x0
RNF144B	0	0	0	0x0x0
RNF145	0	0	0	0x0x0
RNF146	0	0	0	0x0x0
RNF148	0	0	0	0x0x0
RNF149	0	0	0	0x0x0
RNF150	0	0	0	0x0x0
RNF151	0	0	0	0x0x0
RNF152	0	0	0	0x0x0
RNF157	0	0	0	0x0x0
RNF160	0	0	0	0x0x0
RNF165	0	1	0	0x1x0
RNF166	0	0	0	0x0x0
RNF167	0	0	0	0x0x0
RNF168	0	0	0	0x0x0
RNF169	0	0	0	0x0x0
RNF17	0	0	0	0x0x0
RNF170	0	0	0	0x0x0
RNF175	0	0	0	0x0x0
RNF180	0	0	0	0x0x0
RNF181	1	1	0	1x1x0
RNF182	0	0	0	0x0x0
RNF183	0	0	0	0x0x0
RNF185	0	0	0	0x0x0
RNF186	0	0	0	0x0x0
RNF187	0	0	0	0x0x0
RNF190	0	0	0	0x0x0
RNF19A	0	0	0	0x0x0
RNF19B	0	0	0	0x0x0
RNF2	0	0	0	0x0x0
RNF20	0	0	0	0x0x0
RNF207	0	0	0	0x0x0
RNF208	0	0	0	0x0x0
RNF212	0	0	0	0x0x0
RNF213	0	0	0	0x0x0
RNF214	0	0	0	0x0x0
RNF215	0	0	0	0x0x0
RNF216	0	0	0	0x0x0
RNF216L	0	0	0	0x0x0
RNF217	0	0	0	0x0x0
RNF219	0	0	0	0x0x0
RNF220	0	-1	0	0x1x0
RNF24	1	1	0	1x1x0
RNF25	0	0	0	0x0x0
RNF26	0	0	0	0x0x0
RNF31	0	-1	0	0x1x0
RNF32	0	0	0	0x0x0
RNF34	0	0	0	0x0x0
RNF38	0	0	0	0x0x0
RNF39	0	0	0	0x0x0
RNF4	0	0	0	0x0x0
RNF40	0	0	0	0x0x0
RNF41	0	0	0	0x0x0
RNF43	0	0	0	0x0x0
RNF44	0	0	0	0x0x0
RNF5	0	0	0	0x0x0
RNF5P1	1	0	0	1x0x0
RNF6	0	0	0	0x0x0
RNF7	0	0	0	0x0x0
RNF8	0	0	0	0x0x0
RNFT1	0	0	0	0x0x0
RNFT2	0	0	0	0x0x0
RNGTT	0	0	0	0x0x0
RNH1	0	0	0	0x0x0
RNMT	1	1	0	1x1x0
RNMTL1	0	0	0	0x0x0
RNPC2	0	0	0	0x0x0
RNPC3	0	0	0	0x0x0
RNPEP	0	0	0	0x0x0
RNPEPL1	0	0	0	0x0x0
RNPS1	0	0	0	0x0x0
RNU105A	0	0	0	0x0x0
RNU105B	0	0	0	0x0x0
RNU105C	0	0	0	0x0x0
RNU11	0	0	0	0x0x0
RNU12	0	0	0	0x0x0
RNU1-3	0	1	0	0x1x0
RNU1-5	0	0	0	0x0x0
RNU1A3	0	0	0	0x0x0
RNU1F1	0	0	0	0x0x0
RNU1G2	0	0	0	0x0x0
RNU2-1	0	0	0	0x0x0
RNU4-1	0	0	0	0x0x0
RNU4-2	0	0	0	0x0x0
RNU4ATAC	0	0	0	0x0x0
RNU5A	0	0	0	0x0x0
RNU5D	0	0	0	0x0x0
RNU6-1	0	0	0	0x0x0
RNU6-15	0	0	0	0x0x0
RNU6ATAC	0	0	0	0x0x0
RNU86	0	0	0	0x0x0
RNY1	0	0	0	0x0x0
RNY3	0	0	0	0x0x0
RNY4	0	0	0	0x0x0
RNY5	0	0	0	0x0x0
ROBLD3	-1	-1	0	1x1x0
ROBO1	0	0	0	0x0x0
ROBO2	0	0	0	0x0x0
ROBO3	0	0	0	0x0x0
ROBO4	0	0	0	0x0x0
ROCK1	0	0	0	0x0x0
ROCK2	0	0	0	0x0x0
ROD1	0	0	0	0x0x0
ROGDI	0	0	0	0x0x0
ROM1	0	0	0	0x0x0
ROMO1	0	0	0	0x0x0
ROPN1	0	0	0	0x0x0
ROPN1B	0	0	0	0x0x0
ROPN1L	0	0	0	0x0x0
ROR1	0	0	0	0x0x0
ROR2	0	0	0	0x0x0
RORA	0	0	0	0x0x0
RORB	0	0	0	0x0x0
RORC	0	0	0	0x0x0
ROS1	0	0	0	0x0x0
RP1	0	0	0	0x0x0
RP11-49G10.8	0	0	0	0x0x0
RP11-529I10.4	1	1	0	1x1x0
RP13-360B22.2	0	0	0	0x0x0
RP1L1	0	0	0	0x0x0
RP2	0	0	0	0x0x0
RP5-1022P6.2	0	0	0	0x0x0
RP9	0	0	0	0x0x0
RP9P	0	0	0	0x0x0
RPA1	0	0	0	0x0x0
RPA2	0	0	0	0x0x0
RPA3	0	0	0	0x0x0
RPA4	0	0	0	0x0x0
RPAIN	0	0	0	0x0x0
RPAP1	0	0	0	0x0x0
RPAP2	0	0	0	0x0x0
RPAP3	0	0	0	0x0x0
RPE	0	0	0	0x0x0
RPE65	0	0	0	0x0x0
RPESP	0	0	0	0x0x0
RPF1	0	-1	0	0x1x0
RPF2	0	0	0	0x0x0
RPGR	0	0	0	0x0x0
RPGRIP1	0	1	0	0x1x0
RPGRIP1L	0	0	0	0x0x0
RPH3A	0	0	0	0x0x0
RPH3AL	0	0	0	0x0x0
RPIA	0	0	0	0x0x0
RPL10	0	0	0	0x0x0
RPL10A	0	0	0	0x0x0
RPL10L	0	0	0	0x0x0
RPL11	0	0	0	0x0x0
RPL12	0	0	0	0x0x0
RPL12P6	0	0	0	0x0x0
RPL13	0	0	0	0x0x0
RPL13A	0	0	0	0x0x0
RPL13AP3	0	0	0	0x0x0
RPL13L	0	0	0	0x0x0
RPL14	0	0	0	0x0x0
RPL14L	0	0	0	0x0x0
RPL15	0	0	0	0x0x0
RPL17	0	0	0	0x0x0
RPL18	0	0	0	0x0x0
RPL18A	0	0	0	0x0x0
RPL19	0	0	0	0x0x0
RPL21	0	0	0	0x0x0
RPL22	0	0	0	0x0x0
RPL22L1	0	0	0	0x0x0
RPL23	0	0	0	0x0x0
RPL23A	0	1	0	0x1x0
RPL23AP13	0	1	0	0x1x0
RPL23AP53	0	0	0	0x0x0
RPL23AP7	0	0	0	0x0x0
RPL24	0	0	0	0x0x0
RPL26	0	0	0	0x0x0
RPL26L1	0	0	0	0x0x0
RPL27	0	0	0	0x0x0
RPL27A	0	0	0	0x0x0
RPL28	0	0	0	0x0x0
RPL29	0	0	0	0x0x0
RPL29P2	0	0	0	0x0x0
RPL3	0	0	0	0x0x0
RPL30	0	0	0	0x0x0
RPL31	0	0	0	0x0x0
RPL31P10	0	0	0	0x0x0
RPL31P11	0	0	0	0x0x0
RPL32	0	0	0	0x0x0
RPL32P3	0	0	0	0x0x0
RPL34	0	0	0	0x0x0
RPL35	0	0	0	0x0x0
RPL35A	0	0	0	0x0x0
RPL36	0	0	0	0x0x0
RPL36A	0	0	0	0x0x0
RPL36AL	0	0	0	0x0x0
RPL37	0	0	0	0x0x0
RPL37A	0	0	0	0x0x0
RPL38	0	0	0	0x0x0
RPL39	0	0	0	0x0x0
RPL39L	0	0	0	0x0x0
RPL3L	0	0	0	0x0x0
RPL4	0	0	0	0x0x0
RPL41	0	0	0	0x0x0
RPL5	0	0	0	0x0x0
RPL6	0	0	0	0x0x0
RPL7	0	0	0	0x0x0
RPL7A	0	0	0	0x0x0
RPL7L1	0	0	0	0x0x0
RPL8	0	0	0	0x0x0
RPL9	0	0	0	0x0x0
RPLP0	0	0	0	0x0x0
RPLP0P2	0	0	0	0x0x0
RPLP1	0	0	0	0x0x0
RPLP2	0	0	0	0x0x0
RPN1	0	0	0	0x0x0
RPN2	0	0	0	0x0x0
RPP14	0	0	0	0x0x0
RPP21	0	0	0	0x0x0
RPP25	0	0	0	0x0x0
RPP30	0	0	0	0x0x0
RPP38	0	0	0	0x0x0
RPP40	0	0	0	0x0x0
RPPH1	0	0	0	0x0x0
RPRC1	0	-1	0	0x1x0
RPRD1A	0	0	0	0x0x0
RPRD1B	0	0	0	0x0x0
RPRD2	0	0	0	0x0x0
RPRM	0	0	0	0x0x0
RPRML	0	0	0	0x0x0
RPS10	0	0	0	0x0x0
RPS10P3	0	0	0	0x0x0
RPS11	0	0	0	0x0x0
RPS12	0	0	0	0x0x0
RPS13	0	0	0	0x0x0
RPS14	0	0	0	0x0x0
RPS15	0	0	0	0x0x0
RPS15A	0	0	0	0x0x0
RPS16	0	0	0	0x0x0
RPS17	0	0	0	0x0x0
RPS18	0	0	0	0x0x0
RPS19	0	0	0	0x0x0
RPS19BP1	0	0	0	0x0x0
RPS2	0	0	0	0x0x0
RPS20	0	0	0	0x0x0
RPS21	0	0	0	0x0x0
RPS23	0	0	0	0x0x0
RPS24	0	0	0	0x0x0
RPS25	0	0	0	0x0x0
RPS26	0	0	0	0x0x0
RPS26L	0	0	0	0x0x0
RPS26P10	0	0	0	0x0x0
RPS26P11	0	0	0	0x0x0
RPS27	0	0	0	0x0x0
RPS27A	0	0	0	0x0x0
RPS27L	0	0	0	0x0x0
RPS28	0	0	0	0x0x0
RPS29	0	0	0	0x0x0
RPS3	0	0	0	0x0x0
RPS3A	0	0	0	0x0x0
RPS4X	0	0	0	0x0x0
RPS4Y1	0	0	0	0x0x0
RPS4Y2	0	0	0	0x0x0
RPS5	0	0	0	0x0x0
RPS6	0	0	0	0x0x0
RPS6KA1	0	0	0	0x0x0
RPS6KA2	0	0	0	0x0x0
RPS6KA3	0	0	0	0x0x0
RPS6KA4	0	0	0	0x0x0
RPS6KA5	0	0	0	0x0x0
RPS6KA6	0	0	0	0x0x0
RPS6KB1	0	0	0	0x0x0
RPS6KB2	0	0	0	0x0x0
RPS6KC1	0	0	0	0x0x0
RPS6KL1	0	0	0	0x0x0
RPS6P1	0	0	0	0x0x0
RPS7	0	0	0	0x0x0
RPS8	0	0	0	0x0x0
RPS9	0	0	0	0x0x0
RPSA	0	0	0	0x0x0
RPTN	0	0	0	0x0x0
RPTOR	0	0	0	0x0x0
RPUSD1	0	0	0	0x0x0
RPUSD2	0	-1	0	0x1x0
RPUSD3	0	0	0	0x0x0
RPUSD4	0	0	0	0x0x0
RQCD1	0	0	0	0x0x0
RRAD	0	0	0	0x0x0
RRAGA	0	1	0	0x1x0
RRAGB	0	0	0	0x0x0
RRAGC	0	0	0	0x0x0
RRAGD	0	1	0	0x1x0
RRAS	0	0	0	0x0x0
RRAS2	0	0	0	0x0x0
RRBP1	0	0	0	0x0x0
RREB1	0	0	0	0x0x0
RRH	0	0	0	0x0x0
RRM1	0	0	0	0x0x0
RRM2	0	0	0	0x0x0
RRM2B	0	0	0	0x0x0
RRN3	0	0	0	0x0x0
RRN3P2	0	0	0	0x0x0
RRP1	0	0	0	0x0x0
RRP12	0	0	0	0x0x0
RRP15	0	0	0	0x0x0
RRP1B	0	0	0	0x0x0
RRP7A	0	0	0	0x0x0
RRP7B	0	0	0	0x0x0
RRP8	0	-1	0	0x1x0
RRP9	0	0	0	0x0x0
RRS1	0	0	0	0x0x0
RS1	0	0	0	0x0x0
RSAD1	0	-1	0	0x1x0
RSAD2	0	0	0	0x0x0
RSBN1	0	0	0	0x0x0
RSBN1L	0	0	0	0x0x0
RSC1A1	0	0	0	0x0x0
RSF1	0	1	0	0x1x0
RSHL1	0	0	0	0x0x0
RSHL3	0	0	0	0x0x0
RSL1D1	0	0	0	0x0x0
RSL24D1	0	0	0	0x0x0
RSPH1	0	0	0	0x0x0
RSPH10B	0	0	0	0x0x0
RSPH10B2	0	0	0	0x0x0
RSPH3	0	0	0	0x0x0
RSPH9	0	0	0	0x0x0
RSPO1	0	0	0	0x0x0
RSPO2	0	0	0	0x0x0
RSPO3	0	0	0	0x0x0
RSPO4	0	0	0	0x0x0
RSPRY1	0	0	0	0x0x0
RSRC1	0	0	0	0x0x0
RSRC2	0	0	0	0x0x0
RSU1	-1	0	0	1x0x0
RTBDN	0	0	0	0x0x0
RTCD1	0	0	0	0x0x0
RTDR1	0	0	0	0x0x0
RTEL1	0	0	0	0x0x0
RTF1	0	0	0	0x0x0
RTKN	0	0	0	0x0x0
RTKN2	0	0	0	0x0x0
RTL1	0	0	0	0x0x0
RTN1	0	0	0	0x0x0
RTN2	0	0	0	0x0x0
RTN3	0	0	0	0x0x0
RTN4	0	0	0	0x0x0
RTN4IP1	0	0	0	0x0x0
RTN4R	0	0	0	0x0x0
RTN4RL1	0	0	0	0x0x0
RTN4RL2	0	0	0	0x0x0
RTP1	0	0	0	0x0x0
RTP2	0	0	0	0x0x0
RTP3	0	0	0	0x0x0
RTP4	-1	0	0	1x0x0
RTTN	0	0	0	0x0x0
RUFY1	0	0	0	0x0x0
RUFY2	0	0	0	0x0x0
RUFY3	0	0	0	0x0x0
RUFY4	0	0	0	0x0x0
RUNDC1	0	0	0	0x0x0
RUNDC2A	0	0	0	0x0x0
RUNDC2B	0	0	0	0x0x0
RUNDC2C	0	0	0	0x0x0
RUNDC3A	0	0	0	0x0x0
RUNDC3B	0	1	0	0x1x0
RUNX1	0	0	0	0x0x0
RUNX1T1	0	0	0	0x0x0
RUNX2	0	0	0	0x0x0
RUNX3	0	0	0	0x0x0
RUSC1	0	0	0	0x0x0
RUSC2	0	0	0	0x0x0
RUTBC2	0	0	0	0x0x0
RUVBL1	0	0	0	0x0x0
RUVBL2	0	0	0	0x0x0
RWDD1	0	-1	0	0x1x0
RWDD2A	0	0	0	0x0x0
RWDD2B	0	0	0	0x0x0
RWDD3	0	0	0	0x0x0
RWDD4A	0	-1	0	0x1x0
RXFP1	0	0	0	0x0x0
RXFP2	0	0	0	0x0x0
RXFP3	0	0	0	0x0x0
RXFP4	0	0	0	0x0x0
RXRA	0	1	0	0x1x0
RXRB	0	0	0	0x0x0
RXRG	0	0	0	0x0x0
RYBP	0	0	0	0x0x0
RYK	0	0	0	0x0x0
RYR1	0	0	0	0x0x0
RYR2	0	0	0	0x0x0
RYR3	0	0	0	0x0x0
S100A1	0	0	0	0x0x0
S100A10	1	1	0	1x1x0
S100A11	0	0	0	0x0x0
S100A12	0	0	0	0x0x0
S100A13	0	1	0	0x1x0
S100A14	1	0	0	1x0x0
S100A16	0	0	0	0x0x0
S100A2	0	0	0	0x0x0
S100A3	0	0	0	0x0x0
S100A4	0	0	0	0x0x0
S100A5	0	0	0	0x0x0
S100A6	0	0	0	0x0x0
S100A7	0	0	0	0x0x0
S100A7A	0	0	0	0x0x0
S100A7L2	0	0	0	0x0x0
S100A8	0	0	0	0x0x0
S100A9	0	0	0	0x0x0
S100B	0	0	0	0x0x0
S100G	0	0	0	0x0x0
S100P	0	0	0	0x0x0
S100PBP	0	0	0	0x0x0
S100Z	0	0	0	0x0x0
S1PR1	0	0	0	0x0x0
S1PR2	0	0	0	0x0x0
S1PR3	0	0	0	0x0x0
S1PR4	0	0	0	0x0x0
S1PR5	0	0	0	0x0x0
SAA1	0	0	0	0x0x0
SAA2	0	0	0	0x0x0
SAA4	0	0	0	0x0x0
SAAL1	0	0	0	0x0x0
SAC	0	0	0	0x0x0
SAC3D1	0	-1	0	0x1x0
SACM1L	0	0	0	0x0x0
SACS	0	0	0	0x0x0
SAE1	0	0	0	0x0x0
SAFB	0	0	0	0x0x0
SAFB2	0	0	0	0x0x0
SAG	0	0	0	0x0x0
SAGE1	0	0	0	0x0x0
SALL1	0	0	0	0x0x0
SALL2	0	0	0	0x0x0
SALL3	0	0	0	0x0x0
SALL4	0	0	0	0x0x0
SAMD1	0	0	0	0x0x0
SAMD10	0	0	0	0x0x0
SAMD11	0	0	0	0x0x0
SAMD12	0	0	0	0x0x0
SAMD13	0	0	0	0x0x0
SAMD14	0	0	0	0x0x0
SAMD3	0	0	0	0x0x0
SAMD4A	0	0	0	0x0x0
SAMD4B	0	1	0	0x1x0
SAMD5	0	0	0	0x0x0
SAMD6	0	0	0	0x0x0
SAMD7	0	0	0	0x0x0
SAMD8	0	0	0	0x0x0
SAMD9	0	0	0	0x0x0
SAMD9L	0	0	0	0x0x0
SAMHD1	0	0	0	0x0x0
SAMM50	0	0	0	0x0x0
SAMSN1	0	0	0	0x0x0
SAP130	0	0	0	0x0x0
SAP18	0	0	0	0x0x0
SAP30	1	1	0	1x1x0
SAP30BP	0	0	0	0x0x0
SAP30L	0	0	0	0x0x0
SAPS1	0	0	0	0x0x0
SAPS2	0	0	0	0x0x0
SAPS3	0	0	0	0x0x0
SAR1A	0	0	0	0x0x0
SAR1B	0	0	0	0x0x0
SAR1P3	0	0	0	0x0x0
SARDH	0	0	0	0x0x0
SARM1	0	0	0	0x0x0
SARS	0	0	0	0x0x0
SARS2	0	0	0	0x0x0
SART1	0	0	0	0x0x0
SART3	0	0	0	0x0x0
SASH1	0	0	0	0x0x0
SASH3	0	0	0	0x0x0
SASS6	0	0	0	0x0x0
SAT1	0	0	0	0x0x0
SAT2	0	0	0	0x0x0
SATB1	0	0	0	0x0x0
SATB2	0	0	0	0x0x0
SATL1	0	0	0	0x0x0
SAV1	0	0	0	0x0x0
SBDS	0	0	0	0x0x0
SBDSP	0	0	0	0x0x0
SBF1	0	0	0	0x0x0
SBF2	0	0	0	0x0x0
SBK1	0	0	0	0x0x0
SBK2	0	0	0	0x0x0
SBNO1	0	0	0	0x0x0
SBNO2	0	0	0	0x0x0
SBSN	0	0	0	0x0x0
SC4MOL	0	0	0	0x0x0
SC5DL	0	0	0	0x0x0
SC65	0	0	0	0x0x0
SCAF1	0	0	0	0x0x0
SCAMP1	0	1	0	0x1x0
SCAMP2	0	0	0	0x0x0
SCAMP3	0	0	0	0x0x0
SCAMP4	0	0	0	0x0x0
SCAMP5	0	0	0	0x0x0
SCAND1	0	0	0	0x0x0
SCAND2	0	0	0	0x0x0
SCAND3	0	0	0	0x0x0
SCAP	0	0	0	0x0x0
SCAPER	0	1	0	0x1x0
SCARA3	0	0	0	0x0x0
SCARA5	1	0	0	1x0x0
SCARB1	0	1	0	0x1x0
SCARB2	0	0	0	0x0x0
SCARF1	0	0	0	0x0x0
SCARF2	0	0	0	0x0x0
SCARNA1	0	0	0	0x0x0
SCARNA10	0	0	0	0x0x0
SCARNA11	0	0	0	0x0x0
SCARNA12	0	0	0	0x0x0
SCARNA13	0	0	0	0x0x0
SCARNA14	0	0	0	0x0x0
SCARNA15	0	0	0	0x0x0
SCARNA16	0	0	0	0x0x0
SCARNA17	0	0	0	0x0x0
SCARNA18	0	0	0	0x0x0
SCARNA2	0	0	0	0x0x0
SCARNA20	0	0	0	0x0x0
SCARNA21	0	0	0	0x0x0
SCARNA22	0	0	0	0x0x0
SCARNA23	0	0	0	0x0x0
SCARNA27	0	0	0	0x0x0
SCARNA3	0	0	0	0x0x0
SCARNA4	0	0	0	0x0x0
SCARNA5	0	0	0	0x0x0
SCARNA6	0	0	0	0x0x0
SCARNA7	0	0	0	0x0x0
SCARNA8	0	0	0	0x0x0
SCARNA9	0	0	0	0x0x0
SCARNA9L	0	0	0	0x0x0
SCCPDH	0	0	0	0x0x0
SCD	0	0	0	0x0x0
SCD5	0	0	0	0x0x0
SCEL	0	0	0	0x0x0
SCFD1	0	0	0	0x0x0
SCFD2	0	0	0	0x0x0
SCG2	0	0	0	0x0x0
SCG3	0	0	0	0x0x0
SCG5	0	0	0	0x0x0
SCGB1A1	0	0	0	0x0x0
SCGB1C1	0	0	0	0x0x0
SCGB1D1	0	0	0	0x0x0
SCGB1D2	0	0	0	0x0x0
SCGB1D4	0	0	0	0x0x0
SCGB2A1	0	0	0	0x0x0
SCGB2A2	0	0	0	0x0x0
SCGB3A1	0	0	0	0x0x0
SCGB3A2	0	0	0	0x0x0
SCGBL	0	0	0	0x0x0
SCGN	0	0	0	0x0x0
SCHIP1	0	0	0	0x0x0
SCIN	0	0	0	0x0x0
SCLT1	0	0	0	0x0x0
SCLY	0	0	0	0x0x0
SCMH1	0	0	0	0x0x0
SCML1	0	0	0	0x0x0
SCML2	0	0	0	0x0x0
SCML4	0	0	0	0x0x0
SCN10A	0	0	0	0x0x0
SCN11A	0	0	0	0x0x0
SCN1A	0	0	0	0x0x0
SCN1B	0	0	0	0x0x0
SCN2A	0	0	0	0x0x0
SCN2B	0	0	0	0x0x0
SCN3A	0	0	0	0x0x0
SCN3B	0	0	0	0x0x0
SCN4A	0	0	0	0x0x0
SCN4B	0	0	0	0x0x0
SCN5A	0	0	0	0x0x0
SCN7A	0	0	0	0x0x0
SCN8A	0	0	0	0x0x0
SCN9A	0	0	0	0x0x0
SCNM1	-1	0	0	1x0x0
SCNN1A	0	0	0	0x0x0
SCNN1B	0	0	0	0x0x0
SCNN1D	0	0	0	0x0x0
SCNN1G	0	0	0	0x0x0
SCO1	0	0	0	0x0x0
SCO2	0	0	0	0x0x0
SCOC	0	0	0	0x0x0
SCP2	0	0	0	0x0x0
SCPEP1	0	-1	0	0x1x0
SCRG1	0	0	0	0x0x0
SCRIB	0	-1	0	0x1x0
SCRN1	0	0	0	0x0x0
SCRN2	0	0	0	0x0x0
SCRN3	0	0	0	0x0x0
SCRT1	0	0	0	0x0x0
SCRT2	0	0	0	0x0x0
SCT	0	0	0	0x0x0
SCTR	0	0	0	0x0x0
SCUBE1	0	0	0	0x0x0
SCUBE2	0	0	0	0x0x0
SCUBE3	0	0	0	0x0x0
SCXA	0	0	0	0x0x0
SCXB	0	0	0	0x0x0
